subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
HP:0000567	en	fr	IAO:0000115	Absence of a region of the retina, retinal pigment epithelium, and choroid	OFFICIAL	Absence d'une région de la rétine, de l'épithélium pigmentaire rétinien et de la choroïde.
HP:0000567	en	fr	rdfs:label	Chorioretinal coloboma	OFFICIAL	Colobome choriorétinien
HP:0000568	en	fr	IAO:0000115	A developmental anomaly characterized by abnormal smallness of one or both eyes	OFFICIAL	Anomalie du développement caractérisée par la petitesse anormale d'un œil ou des deux yeux
HP:0000568	en	fr	rdfs:label	Microphthalmia	OFFICIAL	Microphtalmie
HP:0000568	en	fr	rdfs:label	Microphthalmia	OFFICIAL	Microphtalmie
HP:0000570	en	fr	IAO:0000115	An abnormality of eye movement characterized by impairment of fast (saccadic) eye movements	OFFICIAL	Anomalie des mouvements oculaires caractérisée par une altération des mouvements oculaires rapides (saccades).
HP:0000570	en	fr	rdfs:label	Abnormal saccadic eye movements	OFFICIAL	Saccades oculaires altérées
HP:0000571	en	fr	IAO:0000115	Saccadic undershoot, i.e., a saccadic eye movement that has less than the magnitude that would be required to gain fixation of the object	OFFICIAL	Un mouvement oculaire saccadique avec moins que l'amplitude nécessaire pour obtenir la fixation de l'objet.
HP:0000571	en	fr	rdfs:label	Hypometric saccades	OFFICIAL	Saccades hypométriques
HP:0000572	en	fr	IAO:0000115	Loss of visual acuity (implying that vision was better at a certain timepoint in life). Otherwise the term reduced visual acuity should be used (or a subclass of that)	OFFICIAL	"Perte d'acuité visuelle (impliquant que la vision était meilleure à un certain moment de la vie). Dans le cas contraire, il convient d'utiliser le terme ""acuité visuelle réduite"" (ou une sous-classe de ce terme)."
HP:0000572	en	fr	rdfs:label	Visual loss	OFFICIAL	Cécité
HP:0000573	en	fr	IAO:0000115	Hemorrhage occurring within the retina	OFFICIAL	Hémorragie dans la rétine
HP:0000573	en	fr	rdfs:label	Retinal hemorrhage	OFFICIAL	Hémorragie rétinienne
HP:0000574	en	fr	IAO:0000115	Increased density/number and/or increased diameter of eyebrow hairs	OFFICIAL	Augmentation de la densité/du nombre/du diamètre de la pilosité des sourcils
HP:0000574	en	fr	rdfs:label	Thick eyebrow	OFFICIAL	Sourcils épais
HP:0000575	en	fr	IAO:0000115	A regional and pathological increase of the light detection threshold in any region of the visual field surrounded by a field of normal or relatively well-preserved vision	OFFICIAL	Une augmentation régionale et pathologique du seuil de détection de la lumière dans toute région du champ visuel entourée d'une zone de champ de vision normale ou relativement bien préservée.
HP:0000575	en	fr	rdfs:label	Scotoma	OFFICIAL	Scotome
HP:0000576	en	fr	IAO:0000115	A scotoma (area of diminished vision within the visual field) located between the central point of fixation and the blind spot with a roughly horizontal oval shape	OFFICIAL	Un scotome (zone de vision réduite dans le champ visuel) situé entre le point central de fixation et la tache aveugle, de forme ovale grossièrement horizontale.
HP:0000576	en	fr	rdfs:label	Centrocecal scotoma	OFFICIAL	Scotome centrocaecal
HP:0000577	en	fr	IAO:0000115	A form of strabismus with one or both eyes deviated outward	OFFICIAL	Une forme de strabisme avec un ou les deux yeux déviés vers l'extérieur.
HP:0000577	en	fr	rdfs:label	Exotropia	OFFICIAL	Exotropie
HP:0000579	en	fr	IAO:0000115	Blockage of the lacrimal duct	OFFICIAL	Blocage du canal lacrymal
HP:0000579	en	fr	rdfs:label	Nasolacrimal duct obstruction	OFFICIAL	Obstruction du conduit lacrymal
HP:0000580	en	fr	IAO:0000115	An abnormality of the retina characterized by pigment deposition. It is typically associated with migration and proliferation of macrophages or retinal pigment epithelial cells into the retina; melanin from these cells causes the pigmentary changes. Pigmentary retinopathy is a common final pathway of many retinal conditions and is often associated with visual loss	OFFICIAL	Anomalie de la rétine caractérisée par un dépôt de pigments. Elle est généralement associée à la migration et à la prolifération de macrophages ou de cellules épithéliales du pigment rétinien dans la rétine ; la mélanine de ces cellules est à l'origine des changements pigmentaires. La rétinopathie pigmentaire est une voie finale commune à de nombreuses affections rétiniennes et est souvent associée à une perte de vision.
HP:0000580	en	fr	rdfs:label	Pigmentary retinopathy	OFFICIAL	Rétinopathie pigmentaire
HP:0000581	en	fr	IAO:0000115	A fixed reduction in the vertical distance between the upper and lower eyelids with short palpebral fissures	OFFICIAL	Une réduction fixe de la distance verticale entre les paupières supérieures et inférieures avec des fissures palpébrales courtes.
HP:0000581	en	fr	rdfs:label	Blepharophimosis	OFFICIAL	Blépharophimosis
HP:0000582	en	fr	IAO:0000115	The palpebral fissure inclination is more than two standard deviations above the mean for age (objective); or, the inclination of the palpebral fissure is greater than typical for age	OFFICIAL	L'inclinaison de la fissure palpébrale est supérieure de plus de deux écarts types à la moyenne pour l'âge (objectif) ; ou l'inclinaison de la fissure palpébrale est supérieure à la moyenne pour l'âge.
HP:0000582	en	fr	rdfs:label	Upslanted palpebral fissure	OFFICIAL	inclinaison vers le haut des fentes palpébrales
HP:0000584	en	fr	rdfs:label	Punctate corneal epithelial erosions	OFFICIAL	Erosions ponctuées de l'épithélium cornéen
HP:0000585	en	fr	IAO:0000115	An abnormality of the cornea characterized by the deposition of calcium in a band across the central cornea, leading to decreased vision, foreign body sensation, and ocular irritation	OFFICIAL	Anomalie de la cornée caractérisée par un dépôt de calcium en bande sur la cornée centrale, entraînant une baisse de la vision, une sensation de corps étranger et une irritation oculaire.
HP:0000585	en	fr	rdfs:label	Band keratopathy	OFFICIAL	Kératopathie en bandelettes
HP:0000586	en	fr	IAO:0000115	Reduced depth of the orbits associated with prominent-appearing ocular globes	OFFICIAL	Diminution de la profondeur des orbites associée à des globes oculaires proéminents.
HP:0000586	en	fr	rdfs:label	Shallow orbits	OFFICIAL	Orbites peu profondes
HP:0000587	en	fr	IAO:0000115	Abnormality of the optic nerve	OFFICIAL	Anomalie du nerf optique
HP:0000587	en	fr	rdfs:label	Abnormality of the optic nerve	OFFICIAL	Anomalie du nerf optique
HP:0000588	en	fr	IAO:0000115	A cleft of the optic nerve that extends inferiorly	OFFICIAL	Fente du nerf optique qui s'étend vers le bas
HP:0000588	en	fr	rdfs:label	Optic nerve coloboma	OFFICIAL	Colobome du nerf optique
HP:0000589	en	fr	IAO:0000115	A developmental defect characterized by a cleft of some portion of the eye or ocular adnexa	OFFICIAL	Défaut de développement caractérisé par une fente d'une partie de l'œil ou de l'annexe oculaire.
HP:0000589	en	fr	rdfs:label	Coloboma	OFFICIAL	Colobome
HP:0000590	en	fr	IAO:0000115	Initial bilateral ptosis followed by limitation of eye movements in all directions and slowing of saccades	OFFICIAL	Ptosis initial bilatéral suivi d'une limitation des mouvements oculaires dans toutes les directions et d'un ralentissement des saccades.
HP:0000590	en	fr	rdfs:label	Progressive external ophthalmoplegia	OFFICIAL	Ophtalmoplégie externe progressive
HP:0000591	en	fr	IAO:0000115	An abnormality of the sclera	OFFICIAL	Anomalie de la sclérotique
HP:0000591	en	fr	rdfs:label	Abnormal sclera morphology	OFFICIAL	Anomalie morphologique de la sclère
HP:0000592	en	fr	IAO:0000115	An abnormal bluish coloration of the sclera	OFFICIAL	Coloration bleutée anormale de la sclérotique
HP:0000592	en	fr	rdfs:label	Blue sclerae	OFFICIAL	Sclérotiques bleues/bleutées
HP:0000593	en	fr	IAO:0000115	Abnormality of the anterior chamber, which is the space in the eye that is behind the cornea and in front of the iris	OFFICIAL	Anomalie de la chambre antérieure, qui est l'espace de l'œil situé derrière la cornée et devant l'iris
HP:0000593	en	fr	rdfs:label	Abnormal anterior chamber morphology	OFFICIAL	Anomalie de la chambre antérieure de l'oeil
HP:0000594	en	fr	IAO:0000115	Reduced depth of the anterior chamber, i.e., the anteroposterior distance between the cornea and the iris is decreased	OFFICIAL	Réduction de la profondeur de la chambre antérieure, c'est-à-dire diminution de la distance antéropostérieure entre la cornée et l'iris.
HP:0000594	en	fr	rdfs:label	Shallow anterior chamber	OFFICIAL	Chambre antérieure peu profonde
HP:0000597	en	fr	IAO:0000115	Ophthalmoplegia is a paralysis or weakness of one or more of the muscles that control eye movement	OFFICIAL	L'ophtalmoplégie est une paralysie ou une faiblesse d'un ou de plusieurs des muscles qui contrôlent le mouvement des yeux.
HP:0000597	en	fr	rdfs:label	Ophthalmoparesis	OFFICIAL	Parésie oculaire
HP:0000598	en	fr	IAO:0000115	An abnormality of the ear	OFFICIAL	Une anomalie de l'oreille
HP:0000598	en	fr	rdfs:label	Abnormality of the ear	OFFICIAL	Anomalie de l'oreille
HP:0000599	en	fr	IAO:0000115	An anomaly in the placement or shape of the hairline (trichion) on the forehead, that is, the border between skin on the forehead that has head hair and that does not	OFFICIAL	Anomalie de l'emplacement ou de la forme de la ligne d'implantation des cheveux (trichion) sur le front, c'est-à-dire la limite entre la peau du front qui a des cheveux et celle qui n'en a pas.
HP:0000599	en	fr	rdfs:label	Abnormality of the frontal hairline	OFFICIAL	Anomalie de l'implantation frontale des cheveux
HP:0000600	en	fr	IAO:0000115	An anomaly of the pharynx, i.e., of the tubular structure extending from the base of the skull superiorly to the esophageal inlet inferiorly	OFFICIAL	Une anomalie du pharynx, c'est-à-dire de la structure tubulaire qui s'étend de la base du crâne, en haut, à l'entrée de l'œsophage, en bas.
HP:0000600	en	fr	rdfs:label	Abnormality of the pharynx	OFFICIAL	Anomalie du pharynx
HP:0000601	en	fr	IAO:0000115	Interpupillary distance less than 2 SD below the mean (alternatively, the appearance of an decreased interpupillary distance or closely spaced eyes)	OFFICIAL	Une distance interpupillaire inférieure à 2 DS par rapport à la moyenne (ou l'apparition d'une distance interpupillaire réduite ou d'yeux très rapprochés)
HP:0000601	en	fr	rdfs:label	Hypotelorism	OFFICIAL	Hypotélorisme
HP:0000602	en	fr	IAO:0000115	Paralysis of one or more extraocular muscles that are responsible for eye movements	OFFICIAL	Paralysie d'un ou de plusieurs muscles extraoculaires responsables des mouvements oculaires.
HP:0000602	en	fr	rdfs:label	Ophthalmoplegia	OFFICIAL	Ophtalmoplégie
HP:0000603	en	fr	IAO:0000115	An area of depressed vision located at the point of fixation and that interferes with central vision	OFFICIAL	Une zone de dépression visuelle située au point de fixation et qui interfère avec la vision centrale.
HP:0000603	en	fr	rdfs:label	Central scotoma	OFFICIAL	Scotome central
HP:0000605	en	fr	IAO:0000115	A supranuclear gaze palsy is an inability to look in a particular direction as a result of cerebral impairment. There is a loss of the voluntary aspect of eye movements, but, as the brainstem is still intact, all the reflex conjugate eye movements are normal	OFFICIAL	La paralysie supranucléaire du regard est une incapacité à regarder dans une direction particulière résultant d'une déficience cérébrale. Il y a une perte de l'aspect volontaire des mouvements oculaires, mais, comme le tronc cérébral est encore intact, tous les mouvements oculaires réflexes conjugués sont normaux.
HP:0000605	en	fr	rdfs:label	Supranuclear gaze palsy	OFFICIAL	Paralysie supranucléaire du regard
HP:0000606	en	fr	IAO:0000115	An abnormality of the region situated around the orbit of the eye	OFFICIAL	Anomalie de la région située autour de l'orbite de l'œil.
HP:0000606	en	fr	rdfs:label	Abnormality of the periorbital region	OFFICIAL	Anomalie de la région péri-orbitaire
HP:0000607	en	fr	rdfs:label	Periorbital wrinkles	OFFICIAL	Rides périorbitales
HP:0000608	en	fr	IAO:0000115	A nonspecific term denoting degeneration of the retinal pigment epithelium and/or retinal photoreceptor cells of the macula lutea	OFFICIAL	Terme non spécifique désignant la dégénérescence de l'épithélium pigmentaire rétinien et/ou des cellules photoréceptrices de la macula lutea.
HP:0000608	en	fr	rdfs:label	Macular degeneration	OFFICIAL	Dégénérescence maculaire
HP:0000608	en	fr	rdfs:label	Macular degeneration	OFFICIAL	Dégénérescence maculaire
HP:0000609	en	fr	IAO:0000115	Underdevelopment of the optic nerve	OFFICIAL	Défaut de développement du nerf optique
HP:0000609	en	fr	rdfs:label	Optic nerve hypoplasia	OFFICIAL	Hypoplasie du nerf optique
HP:0000610	en	fr	IAO:0000115	Any structural abnormality of the choroid	OFFICIAL	Toute anomalie structurelle de la choroïde
HP:0000610	en	fr	rdfs:label	Abnormal choroid morphology	OFFICIAL	Anomalie morphologique de la choroïde
HP:0000612	en	fr	rdfs:label	Iris coloboma	OFFICIAL	colobome de l'iris
HP:0000613	en	fr	rdfs:label	Photophobia	OFFICIAL	Photophobie
HP:0000614	en	fr	rdfs:label	Abnormal nasolacrimal system morphology	OFFICIAL	Anomalie du système nasolacrymal
HP:0000615	en	fr	rdfs:label	Abnormal pupil morphology	OFFICIAL	Anomalie morphologique de la pupille
HP:0000616	en	fr	rdfs:label	Miosis	OFFICIAL	Myosis
HP:0000617	en	fr	rdfs:label	Abnormality of ocular smooth pursuit	OFFICIAL	Anomalie des mouvements de poursuite oculaire
HP:0000618	en	fr	rdfs:label	Blindness	OFFICIAL	Cécité
HP:0000619	en	fr	rdfs:label	Impaired convergence	OFFICIAL	Convergence  altérée
HP:0000620	en	fr	rdfs:label	Dacryocystitis	OFFICIAL	Dacryocystite
HP:0000621	en	fr	rdfs:label	Entropion	OFFICIAL	Entropion
HP:0000622	en	fr	rdfs:label	Blurred vision	OFFICIAL	Vision trouble épisodique
HP:0000623	en	fr	rdfs:label	Supranuclear ophthalmoplegia	OFFICIAL	Ophtalmoplégie supranucléaire
HP:0000625	en	fr	rdfs:label	Eyelid coloboma	OFFICIAL	Colobome palpébral
HP:0000627	en	fr	rdfs:label	Posterior embryotoxon	OFFICIAL	Embryotoxon postérieur
HP:0000629	en	fr	rdfs:label	Periorbital fullness	OFFICIAL	Sensation de tension périorbitale
HP:0000630	en	fr	rdfs:label	Abnormal retinal artery morphology	OFFICIAL	Anormalie morphologique des artères rétiniennes
HP:0000631	en	fr	rdfs:label	Retinal arterial tortuosity	OFFICIAL	Tortuosité des artères de la rétine
HP:0000632	en	fr	rdfs:label	Lacrimation abnormality	OFFICIAL	Anomalie de la sécrétion lacrymale
HP:0000633	en	fr	rdfs:label	Decreased lacrimation	OFFICIAL	Diminution de la sécrétion lacrymale
